Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
5ML_sorting_tube_rack,0.34197738766670227,"[332.0, 0.0, 554.0, 175.0]",[    0.94007     -0.5522    0.086627],,[    0.94692     -2.1003    -0.86465],[     1.5047     -1.0977    -0.74222],[    0.73212    -0.43934   -0.017626]
5ML_sorting_tube_rack,0.32781654596328735,"[704.0, 498.0, 832.0, 616.0]",[     0.3677     0.32698    0.070126],[    0.44876       0.205   -0.019912],[    0.30228     0.29463     0.19903],[    0.44885     0.38507   -0.014485],[    0.27332     0.38334   0.0016823]
blood_tube,0.3249920606613159,"[832.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30419     0.33245      0.1943],[    0.28438     0.33364     0.19916],[    0.30659     0.35808     0.19719],[    0.28772     0.36028     0.20497]
blood_tube,0.26777729392051697,"[736.0, 519.0, 750.0, 536.0]",[    0.40306     0.29499    0.094174],[    0.41101     0.27846    0.081037],[    0.39186     0.27779     0.08117],[    0.41106     0.30151    0.077251],[     0.3926      0.3027    0.082127]
5ML_sorting_tube_rack,0.9474319815635681,"[573.0, 267.0, 646.0, 390.0]",[    0.60264   -0.031517    0.078251],,[    0.55124    -0.22261   -0.010665],[    0.66253    0.013023   -0.040665],[    0.54236    0.032005 -6.2867e-05]
5ML_sorting_tube_rack,0.7989537715911865,"[249.0, 407.0, 384.0, 564.0]",[    0.99649     0.24864    0.077693],[     1.5701    -0.34352    -0.79971],[    0.95754    0.069426   -0.017284],,[     0.9064     0.32922  -0.0081812]
10ML_centrifuge_tube,0.7811950445175171,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
10ML_centrifuge_tube,0.7110683917999268,"[845.0, 484.0, 864.0, 502.0]",[    0.27639     0.29088     0.20807],[    0.28435     0.27461     0.19831],[    0.26228     0.27717     0.20581],[    0.28591     0.29829      0.1965],[    0.26269     0.29828     0.19853]
refrigerator_close,0.616857647895813,"[643.0, 2.0, 793.0, 168.0]",[    0.43811    -0.46803     0.18343],,[    0.42789     0.13505     0.79233],[    0.56512    -0.45635  -0.0094732],[    0.28179    -0.47193   -0.013375]
centrifuge_close,0.5601100325584412,"[837.0, 26.0, 1007.0, 185.0]",[   0.087681    -0.45437     0.16498],,,[    0.19965    -0.43988    -0.02165],[   0.058684    -0.11605     0.33171]
5ML_sorting_tube_rack,0.5271306037902832,"[303.0, 248.0, 402.0, 407.0]",[    0.99776   -0.012286    0.086247],[     1.5693    -0.89034    -0.82955],[    0.98471    -0.24965   -0.013291],[     1.0505     0.11757    0.062504],[    0.93063    0.065558   -0.022342]
5ML_sorting_tube_rack,0.4265922009944916,"[332.0, 0.0, 554.0, 174.0]",[    0.93884    -0.54831    0.090075],,[    0.94145     -2.0632    -0.83721],[      1.562     -1.2089    -0.85702],[     0.7311    -0.43463  -0.0099733]
blood_tube,0.36664044857025146,"[832.0, 529.0, 849.0, 547.0]",[    0.30077     0.35484     0.21918],[    0.30396     0.33311     0.19271],[    0.28477     0.33544      0.2004],[    0.30659     0.35808     0.19719],[    0.28816     0.36101     0.20688]
5ML_sorting_tube_rack,0.3532436490058899,"[704.0, 498.0, 824.0, 616.0]",[    0.37396     0.32964    0.076814],[    0.44904     0.20703   -0.015277],[    0.30888     0.28761      0.1823],[    0.44867     0.38418   -0.017472],[    0.28243     0.38072   -0.008342]
dispensing_tube_rack,0.29978057742118835,"[678.0, 0.0, 1280.0, 713.0]",[   0.070304    0.053225     0.16364],[    0.51863     0.13688     0.79253],[   0.038684     0.11231     0.79015],[    0.48277     0.51369    -0.02123],[    -0.8289     0.31791    -0.79098]
5ML_sorting_tube_rack,0.9476803541183472,"[573.0, 267.0, 646.0, 390.0]",[    0.60275   -0.032637    0.076594],,[    0.55124    -0.22261   -0.010665],[    0.66272    0.012022   -0.042395],[    0.54238    0.030998  -0.0017918]
5ML_sorting_tube_rack,0.8227785229682922,"[249.0, 407.0, 385.0, 559.0]",[     0.9963     0.24501     0.07642],[     1.5536    -0.32604    -0.76724],[    0.95536    0.070326    -0.01552],,[    0.91165     0.31572   -0.025614]
10ML_centrifuge_tube,0.8134518265724182,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[    0.38784     0.35685    0.074171],[    0.36194       0.351    0.059752]
10ML_centrifuge_tube,0.6865658760070801,"[845.0, 484.0, 864.0, 502.0]",[    0.27617     0.29047     0.20714],[    0.28498     0.27588     0.20106],[    0.26228     0.27717     0.20581],[    0.28612      0.2987     0.19743],[    0.26292     0.29869     0.19945]
refrigerator_close,0.6315881013870239,"[643.0, 2.0, 793.0, 168.0]",[    0.43839    -0.46408     0.18687],,[    0.42776     0.13418     0.79169],[    0.56498    -0.45209  -0.0050618],[    0.28221    -0.46979   -0.011172]
centrifuge_close,0.5524630546569824,"[837.0, 26.0, 1008.0, 185.0]",[   0.088242    -0.45281     0.16637],[   -0.06708     -1.9677    -0.83992],,[    0.19869    -0.44338   -0.025369],[   0.059594    -0.11184     0.33618]
5ML_sorting_tube_rack,0.37916427850723267,"[303.0, 247.0, 402.0, 408.0]",[    0.99776   -0.012286    0.086247],[     1.5252    -0.82298    -0.74021],[    0.98477    -0.25115   -0.012352],[     1.0516     0.11741    0.059082],[    0.93058     0.06691   -0.023188]
blood_tube,0.354143351316452,"[832.0, 528.0, 849.0, 547.0]",[    0.30081     0.35383     0.21981],[    0.30459     0.33322     0.19619],[    0.28546     0.33555     0.20388],[    0.30718     0.35918     0.20006],[    0.28816     0.36101     0.20688]
blood_tube,0.2943795621395111,"[736.0, 519.0, 751.0, 536.0]",[    0.40286     0.29423    0.092287],[    0.41092     0.27807    0.080098],[    0.39017     0.27658    0.078363],[    0.41106     0.30151    0.077251],[    0.39124     0.30266    0.082137]
5ML_sorting_tube_rack,0.2631000578403473,"[332.0, 0.0, 554.0, 175.0]",[    0.94007     -0.5522    0.086627],,[    0.94285     -2.0727    -0.84423],[     1.5448     -1.1738    -0.82381],[    0.73067    -0.43094  -0.0087456]
5ML_sorting_tube_rack,0.942733108997345,"[573.0, 267.0, 646.0, 390.0]",[    0.60286   -0.033756    0.074936],,[    0.55128    -0.22385   -0.012251],[    0.66272    0.012022   -0.042395],[    0.54238    0.030998  -0.0017918]
5ML_sorting_tube_rack,0.8416479825973511,"[249.0, 406.0, 385.0, 562.0]",[    0.99588      0.2466      0.0766],[     1.5443    -0.31824    -0.74749],[    0.95661    0.067067   -0.018183],,[    0.90916     0.32208    -0.02019]
10ML_centrifuge_tube,0.8129792809486389,"[754.0, 560.0, 773.0, 577.0]",[    0.37592     0.34527    0.077689],[    0.38724     0.33352    0.074588],[    0.35721     0.32073     0.04204],[    0.38795     0.35718    0.075144],[    0.35965     0.34862    0.052954]
10ML_centrifuge_tube,0.7288400530815125,"[845.0, 484.0, 864.0, 501.0]",[    0.27511     0.28733     0.20319],[    0.28435     0.27461     0.19831],[    0.26205     0.27674      0.2049],[    0.28595     0.29724     0.19716],[    0.26296     0.29764     0.20011]
refrigerator_close,0.6634334921836853,"[643.0, 2.0, 792.0, 168.0]",[    0.44097    -0.45138     0.19784],,[    0.42828     0.13246     0.79041],[    0.56512    -0.45635  -0.0094732],[    0.28326    -0.47402    -0.01559]
centrifuge_close,0.5921229124069214,"[837.0, 26.0, 1007.0, 186.0]",[   0.088747     -0.4498     0.16686],[   -0.11762     -2.2005     -1.0183],,[     0.2013    -0.43198   -0.015948],[   0.061278    -0.10994     0.33619]
5ML_sorting_tube_rack,0.4408874213695526,"[303.0, 248.0, 402.0, 407.0]",[    0.99641   -0.010083    0.089567],[      1.572    -0.89469    -0.83504],[    0.98699    -0.25466    -0.01956],[     1.0478     0.12089    0.068643],[    0.93008    0.066515    -0.02059]
blood_tube,0.3849344849586487,"[832.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[      0.304     0.33207     0.19336],[    0.28438     0.33364     0.19916],[    0.30619     0.35735     0.19528],[    0.28751     0.35992     0.20402]
blood_tube,0.2995864450931549,"[736.0, 519.0, 750.0, 536.0]",[    0.40306     0.29499    0.094174],[    0.41101     0.27846    0.081037],[    0.39176     0.27741    0.080231],[    0.41134     0.30262    0.080098],[     0.3927     0.30307    0.083076]
10ML_centrifuge_tube,0.2983649969100952,"[583.0, 266.0, 599.0, 282.0]",[    0.63776    -0.13638    0.077069],[     0.6584    -0.19929    0.016446],[     0.6299    -0.18975    0.030112],[    0.64966    -0.12076    0.075741],[    0.62325    -0.11563     0.08394]
dispensing_tube_rack,0.28407785296440125,"[727.0, 0.0, 1280.0, 712.0]",[   0.059789    0.086064     0.21607],[    0.47999     0.13553      0.7928],[   0.038684     0.11231     0.79015],[    0.41816     0.51113   -0.015866],[   -0.83161     0.31518    -0.79403]
5ML_sorting_tube_rack,0.25340867042541504,"[329.0, 0.0, 552.0, 173.0]",[     0.9437    -0.54735    0.093083],,[    0.94332     -2.0276     -0.8111],[     1.5542     -1.1787    -0.82062],[      0.737    -0.44801   -0.021568]
5ML_sorting_tube_rack,0.8740994930267334,"[572.0, 267.0, 646.0, 388.0]",[    0.60236    -0.02947    0.084043],,[    0.55144    -0.23003    -0.02018],[    0.66447   0.0092965   -0.040667],[    0.54254     0.02628  -0.0035587]
10ML_centrifuge_tube,0.7913723587989807,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36194       0.351    0.059752]
10ML_centrifuge_tube,0.7182340025901794,"[845.0, 484.0, 864.0, 501.0]",[    0.27555     0.28817     0.20504],[    0.28561     0.27715     0.20381],[    0.26205     0.27674      0.2049],[    0.28553     0.29642     0.19531],[    0.26296     0.29764     0.20011]
refrigerator_close,0.7054193019866943,"[647.0, 3.0, 793.0, 168.0]",[    0.43499     -0.4642     0.18689],,[    0.42719     0.13137     0.78872],[    0.55763    -0.45804   -0.010891],[    0.27967    -0.48267   -0.024386]
5ML_sorting_tube_rack,0.6813461184501648,"[249.0, 406.0, 385.0, 558.0]",[    0.99708     0.24301    0.075321],[     1.5724    -0.34806    -0.80273],[     0.9572     0.06611   -0.019934],,[    0.90965     0.31685   -0.018094]
centrifuge_close,0.6637087464332581,"[837.0, 26.0, 1007.0, 186.0]",[   0.086782    -0.45525     0.16198],[   -0.10249     -2.1308    -0.96493],,[    0.19806    -0.44389     -0.0286],[   0.058639    -0.11489     0.33099]
blood_tube,0.3939937353134155,"[832.0, 529.0, 849.0, 547.0]",[    0.30056     0.35447     0.21823],[    0.30435     0.33388     0.19459],[    0.28456     0.33506     0.19946],[    0.30698     0.35881      0.1991],[    0.28751     0.35992     0.20402]
5ML_sorting_tube_rack,0.3415603041648865,"[303.0, 247.0, 402.0, 407.0]",[    0.99776   -0.012286    0.086247],[     1.5154    -0.80739    -0.72061],[    0.98562    -0.25303   -0.014701],[     1.0509     0.11709    0.061627],[    0.93119    0.064602   -0.024095]
blood_tube,0.32991206645965576,"[736.0, 519.0, 751.0, 536.0]",[    0.40306     0.29499    0.094174],[    0.41128     0.27962    0.083853],[    0.39039     0.27736    0.080241],[    0.41125     0.30225    0.079149],[    0.39157     0.30377    0.084983]
10ML_centrifuge_tube,0.2748342454433441,"[583.0, 266.0, 599.0, 282.0]",[    0.63676    -0.12846    0.087435],[    0.65643    -0.18511     0.03468],[     0.6301    -0.19161    0.027734],[    0.64966    -0.12076    0.075741],[    0.62339    -0.11684    0.082336]
5ML_sorting_tube_rack,0.25586026906967163,"[332.0, 0.0, 554.0, 174.0]",[    0.93884    -0.54831    0.090075],,[    0.98257      -2.342     -1.0433],[     1.5708     -1.2256     -0.8748],[    0.73219    -0.44093   -0.016628]
5ML_sorting_tube_rack,0.8747749328613281,"[572.0, 267.0, 645.0, 389.0]",[     0.6042   -0.031463     0.07824],,[    0.55302    -0.22379   -0.012263],[    0.66404    0.012694   -0.038079],[    0.54413     0.02567  -0.0078711]
10ML_centrifuge_tube,0.8216907382011414,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38746     0.33422    0.076513],[    0.35992     0.32428    0.051656],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
centrifuge_close,0.734595000743866,"[837.0, 26.0, 1008.0, 186.0]",[   0.090151    -0.44591     0.17035],[  -0.061546     -1.9422    -0.82039],,[    0.20072    -0.43408   -0.018181],[   0.058415    -0.11282     0.33323]
10ML_centrifuge_tube,0.727508008480072,"[845.0, 484.0, 864.0, 501.0]",[    0.27555     0.28817     0.20504],[    0.28435     0.27461     0.19831],[    0.26251     0.27759     0.20673],[    0.28637     0.29805     0.19902],[    0.26273     0.29723     0.19918]
refrigerator_close,0.7160572409629822,"[646.0, 2.0, 793.0, 167.0]",[    0.43646    -0.46954     0.18435],,[    0.42776     0.13418     0.79169],[    0.55948    -0.45601  -0.0062323],[    0.28185    -0.47354   -0.012372]
5ML_sorting_tube_rack,0.6695675849914551,"[249.0, 406.0, 385.0, 561.0]",[    0.99593     0.24541    0.077341],[     1.5724    -0.34806    -0.80273],[    0.95661    0.067067   -0.018183],,[    0.91009     0.31985   -0.022323]
blood_tube,0.43214550614356995,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[     0.3036     0.33131     0.19147],[    0.28417     0.33326     0.19822],[    0.30698     0.35881      0.1991],[    0.28664     0.35846      0.2002]
blood_tube,0.3354860544204712,"[736.0, 519.0, 751.0, 536.0]",[    0.40286     0.29423    0.092287],[    0.41128     0.27962    0.083853],[    0.39017     0.27658    0.078363],[    0.41125     0.30225    0.079149],[    0.39124     0.30266    0.082137]
5ML_sorting_tube_rack,0.8528609275817871,"[572.0, 267.0, 645.0, 388.0]",[    0.60413   -0.031658     0.08072],,[    0.55311    -0.22688   -0.016228],,[    0.54413    0.026335  -0.0035699]
10ML_centrifuge_tube,0.8184875845909119,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38712     0.33317    0.073625],[    0.36031     0.32533    0.054543],[    0.38784     0.35685    0.074171],[    0.36154        0.35    0.056834]
centrifuge_close,0.7374080419540405,"[837.0, 26.0, 1008.0, 186.0]",[   0.087624    -0.45292     0.16407],[   -0.09032     -2.0748    -0.92196],,[    0.20072    -0.43408   -0.018181],[   0.056146    -0.11706     0.32877]
refrigerator_close,0.7210032939910889,"[643.0, 2.0, 794.0, 168.0]",[    0.43895    -0.45618     0.19373],,[    0.42629      0.1298     0.78851],[    0.56524     -0.4599   -0.013149],[     0.2799      -0.472   -0.013361]
10ML_centrifuge_tube,0.7191348671913147,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28309     0.27457     0.19831],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.6965466141700745,"[249.0, 406.0, 384.0, 568.0]",[     0.9964       0.251    0.076213],[     1.5796    -0.35564    -0.81676],[     0.9582    0.067123   -0.018194],,[    0.90827     0.33176      -0.018]
blood_tube,0.42480719089508057,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30498     0.33398     0.19807],[    0.28481      0.3344     0.20105],[    0.30599     0.35699     0.19433],[    0.28751     0.35992     0.20402]
blood_tube,0.3738802969455719,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[    0.41069     0.27575    0.078008],[     0.3899     0.27426    0.076275],[    0.41102     0.29999    0.077023],[     0.3914     0.30188    0.083802]
dispensing_tube_rack,0.3041516840457916,"[702.0, 500.0, 812.0, 618.0]",[    0.38314     0.33189    0.074365],[    0.45135     0.20524   -0.027097],[    0.31266      0.2638     0.12057],[    0.45166     0.38812    -0.01399],[    0.30258     0.38961   0.0099882]
10ML_centrifuge_tube,0.2747952938079834,"[583.0, 266.0, 599.0, 283.0]",[    0.63722    -0.13211    0.082651],[     0.6578    -0.19497    0.021996],[    0.62949    -0.18605    0.034868],[    0.64943    -0.11819    0.076494],[    0.62334    -0.11548    0.081489]
dispensing_tube_rack,0.25680670142173767,"[823.0, 0.0, 1280.0, 710.0]",[   0.027892     0.12458     0.28116],[    0.40328     0.12764     0.78951],[   0.040021     0.11409     0.79141],[    0.29169     0.50487   -0.011478],[   -0.82591     0.31339    -0.78339]
5ML_sorting_tube_rack,0.8875575065612793,"[572.0, 267.0, 646.0, 390.0]",[    0.60264   -0.031517    0.078251],,[    0.55124    -0.22261   -0.010665],[    0.66436    0.012079   -0.042407],[    0.54238    0.030998  -0.0017918]
10ML_centrifuge_tube,0.8094762563705444,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38795     0.35718    0.075144],[    0.36181     0.35067    0.058779]
centrifuge_close,0.7554737329483032,"[837.0, 26.0, 1007.0, 186.0]",[   0.085659    -0.45837      0.1592],[  -0.043839     -1.8606    -0.75789],,[    0.20072    -0.43408   -0.018181],[   0.058639    -0.11489     0.33099]
refrigerator_close,0.7524867653846741,"[646.0, 0.0, 793.0, 168.0]",[    0.43538    -0.48457     0.17132],,[    0.42727     0.12935     0.78998],[    0.55936    -0.45229  -0.0050225],[    0.28094    -0.47623   -0.017779]
10ML_centrifuge_tube,0.7237018942832947,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5960644483566284,"[249.0, 407.0, 384.0, 568.0]",[     0.9964       0.251    0.076213],[     1.5746    -0.34825    -0.80848],[    0.95814    0.068471   -0.019037],,[    0.91032     0.32947   -0.024791]
blood_tube,0.43976685404777527,"[832.0, 528.0, 849.0, 547.0]",[     0.3006     0.35346     0.21886],[    0.30459     0.33322     0.19619],[     0.2846     0.33402     0.20011],[    0.30698     0.35881      0.1991],[    0.28707     0.35919     0.20211]
blood_tube,0.3300016522407532,"[736.0, 519.0, 751.0, 535.0]",[    0.40276     0.29386    0.091344],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41111     0.30036    0.077971],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.25473031401634216,"[583.0, 266.0, 599.0, 282.0]",[    0.63791     -0.1376    0.075475],[    0.65797    -0.19621     0.02041],[     0.6314    -0.20333    0.012674],[    0.64983    -0.12196    0.074137],[    0.62352    -0.11804    0.080733]
5ML_sorting_tube_rack,0.8690595626831055,"[572.0, 267.0, 646.0, 389.0]",[    0.60264   -0.031517    0.078251],,[    0.55133     -0.2257    -0.01463],[    0.66441    0.010688   -0.041537],[    0.54244    0.029649 -0.00094863]
centrifuge_close,0.8303756713867188,"[839.0, 25.0, 1008.0, 185.0]",[   0.090479    -0.44195     0.17614],[  -0.035199      -1.794    -0.70271],,[    0.19531    -0.44211   -0.023855],[   0.058838    -0.11326     0.33469]
10ML_centrifuge_tube,0.7954786419868469,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38818     0.35785    0.077089],[    0.36194       0.351    0.059752]
refrigerator_close,0.7458183765411377,"[646.0, 0.0, 793.0, 168.0]",[    0.43646    -0.46954     0.18435],,[    0.42713     0.12848     0.78935],[    0.55952    -0.45797   -0.010904],[    0.28462    -0.45762   0.0013073]
10ML_centrifuge_tube,0.7290998101234436,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28288     0.27414      0.1974],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
