Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
10ML_sorting_tube_rack,0.2685275971889496,"[739.0, 270.0, 804.0, 371.0]","[196.0, -66.0, 1432.0]","[161.0, -159.0, 1582.0]","[273.0, -159.0, 1578.0]","[151.0, 15.0, 1484.0]","[256.0, 15.0, 1477.0]"
dispensing_tube_rack,0.2682809829711914,"[704.0, 500.0, 822.0, 616.0]","[157.0, 264.0, 1224.0]","[87.0, 209.0, 1376.0]","[224.0, 176.0, 1161.0]","[81.0, 356.0, 1273.0]","[243.0, 351.0, 1257.0]"
5ML_sorting_tube_rack,0.8489725589752197,"[572.0, 267.0, 646.0, 389.0]","[-58.0, -52.0, 1416.0]","(0, 0)","[-1.0, -166.0, 1592.0]","[-121.0, 44.0, 1484.0]","[-1.0, 43.0, 1450.0]"
centrifuge_close,0.8144317269325256,"[838.0, 25.0, 1008.0, 185.0]","[477.0, -442.0, 1568.0]","[655.0, -1152.0, 3112.0]","(0, 0)","[359.0, -332.0, 1707.0]","[493.0, -241.0, 1240.0]"
10ML_centrifuge_tube,0.8029893636703491,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1217.0]","[144.0, 266.0, 1222.0]","[172.0, 272.0, 1248.0]","[143.0, 287.0, 1212.0]","[169.0, 290.0, 1225.0]"
refrigerator_close,0.7845445275306702,"[646.0, 0.0, 793.0, 168.0]","[123.0, -471.0, 1542.0]","(0, 0)","[116.0, -286.0, 720.0]","[-1.0, -366.0, 1718.0]","[277.0, -366.0, 1718.0]"
10ML_centrifuge_tube,0.7428619265556335,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1134.0]","[252.0, 154.0, 1147.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 173.0, 1133.0]"
blood_tube,0.4594370722770691,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1090.0]","[229.0, 205.0, 1123.0]","[248.0, 204.0, 1114.0]","[226.0, 226.0, 1108.0]","[244.0, 223.0, 1095.0]"
blood_tube,0.36394575238227844,"[736.0, 518.0, 751.0, 535.0]","[131.0, 222.0, 1230.0]","[123.0, 214.0, 1246.0]","[144.0, 215.0, 1252.0]","[122.0, 236.0, 1239.0]","[141.0, 234.0, 1228.0]"
10ML_sorting_tube_rack,0.34861230850219727,"[252.0, 407.0, 380.0, 580.0]","[-461.0, 183.0, 1270.0]","[-1024.0, 118.0, 2363.0]","[-423.0, 72.0, 1444.0]","(0, 0)","[-383.0, 314.0, 1307.0]"
5ML_sorting_tube_rack,0.30927494168281555,"[248.0, 407.0, 381.0, 581.0]","[-464.0, 185.0, 1270.0]","[-1037.0, 118.0, 2368.0]","[-422.0, 72.0, 1446.0]","(0, 0)","[-381.0, 315.0, 1307.0]"
10ML_sorting_tube_rack,0.30521002411842346,"[803.0, 599.0, 1052.0, 718.0]","[315.0, 332.0, 1020.9999999999999]","[218.0, 330.0, 1266.0]","[463.0, 271.0, 1039.0]","[173.0, 394.0, 1006.0]","[522.0, 458.0, 1171.0]"
10ML_centrifuge_tube,0.27447745203971863,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -142.0, 1469.0]","[-107.0, -161.0, 1533.0]","[-80.0, -161.0, 1533.0]","[-102.0, -128.0, 1466.0]","[-76.0, -128.0, 1460.0]"
blood_tube,0.2698063254356384,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1440.0]","[165.0, -73.0, 1452.0]","[186.0, -72.0, 1436.0]"
10ML_sorting_tube_rack,0.26652035117149353,"[1031.0, 623.0, 1189.0, 720.0]","[611.0, 408.0, 1199.0]","[443.0, 301.0, 1048.0]","[1234.0, 594.0, 2070.0]","[495.0, 460.0, 1171.0]","[697.0, 459.0, 1169.0]"
dispensing_tube_rack,0.251570463180542,"[704.0, 500.0, 833.0, 616.0]","[164.0, 264.0, 1225.0]","[86.0, 208.0, 1366.0]","[233.0, 172.0, 1135.0]","[81.0, 357.0, 1276.0]","[258.0, 351.0, 1257.0]"
centrifuge_close,0.8411533832550049,"[838.0, 26.0, 1007.0, 185.0]","[471.0, -439.0, 1556.0]","(0, 0)","(0, 0)","[360.0, -332.0, 1710.0]","[485.0, -238.0, 1225.0]"
5ML_sorting_tube_rack,0.8152963519096375,"[572.0, 267.0, 645.0, 389.0]","[-60.0, -52.0, 1416.0]","(0, 0)","[-2.0, -166.0, 1595.0]","[-122.0, 45.0, 1488.0]","[-2.0, 44.0, 1454.0]"
10ML_centrifuge_tube,0.7927890419960022,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1219.0]","[144.0, 266.0, 1219.0]","[172.0, 271.0, 1246.0]","[143.0, 286.0, 1211.0]","[169.0, 291.0, 1228.0]"
refrigerator_close,0.7847133874893188,"[647.0, 3.0, 793.0, 168.0]","[125.0, -471.0, 1549.0]","(0, 0)","[117.0, -285.0, 724.0]","[1.0, -365.0, 1713.0]","[278.0, -368.0, 1727.0]"
10ML_centrifuge_tube,0.754905641078949,"[845.0, 484.0, 864.0, 501.0]","[258.0, 162.0, 1133.0]","[249.0, 153.0, 1142.0]","[273.0, 153.0, 1142.0]","[248.0, 174.0, 1135.0]","[271.0, 173.0, 1133.0]"
blood_tube,0.4729321300983429,"[832.0, 528.0, 849.0, 547.0]","[231.0, 210.0, 1088.0]","[229.0, 205.0, 1122.0]","[248.0, 204.0, 1114.0]","[225.0, 225.0, 1105.0]","[243.0, 223.0, 1093.0]"
10ML_sorting_tube_rack,0.41353151202201843,"[252.0, 407.0, 380.0, 582.0]","[-460.0, 184.0, 1266.0]","[-1026.0, 118.0, 2368.0]","[-422.0, 72.0, 1442.0]","(0, 0)","[-380.0, 314.0, 1297.0]"
blood_tube,0.34725192189216614,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[122.0, 215.0, 1242.0]","[143.0, 215.0, 1246.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1228.0]"
10ML_sorting_tube_rack,0.33528709411621094,"[303.0, 248.0, 402.0, 410.0]","[-454.0, -50.0, 1402.0]","[-1006.0, -333.0, 2665.0]","[-436.0, -203.0, 1623.0]","[-505.0, 71.0, 1338.0]","[-390.0, 77.0, 1452.0]"
5ML_sorting_tube_rack,0.2972937822341919,"[332.0, 0.0, 554.0, 173.0]","[-376.0, -510.0, 1684.0]","(0, 0)","[-330.0, -1292.0, 3251.0]","[-935.0, -561.0, 2707.0]","[-174.0, -355.0, 1713.0]"
10ML_sorting_tube_rack,0.263733834028244,"[1031.0, 622.0, 1187.0, 720.0]","[605.0, 405.0, 1191.0]","[443.0, 299.0, 1047.0]","[1227.0, 591.0, 2066.0]","[498.0, 463.0, 1179.0]","[691.0, 457.0, 1163.0]"
blood_tube,0.26014232635498047,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1446.0]","[186.0, -99.0, 1438.0]","[166.0, -73.0, 1456.0]","[185.0, -72.0, 1432.0]"
10ML_centrifuge_tube,0.8062258362770081,"[754.0, 560.0, 772.0, 577.0]","[156.0, 277.0, 1221.0]","[144.0, 266.0, 1221.0]","[173.0, 273.0, 1251.0]","[144.0, 287.0, 1214.0]","[169.0, 290.0, 1225.0]"
5ML_sorting_tube_rack,0.8043957352638245,"[572.0, 267.0, 645.0, 387.0]","[-60.0, -54.0, 1420.0]","(0, 0)","[-3.0, -167.0, 1602.0]","[-122.0, 41.0, 1494.0]","[-2.0, 40.0, 1454.0]"
centrifuge_close,0.8018196225166321,"[837.0, 26.0, 1008.0, 186.0]","[470.0, -436.0, 1551.0]","[670.0, -1181.0, 3200.0]","(0, 0)","[360.0, -332.0, 1718.0]","[490.0, -238.0, 1233.0]"
refrigerator_close,0.7758103609085083,"[646.0, 3.0, 793.0, 168.0]","[121.0, -461.0, 1517.0]","(0, 0)","[116.0, -285.0, 722.0]","[-1.0, -364.0, 1710.0]","[277.0, -366.0, 1718.0]"
10ML_centrifuge_tube,0.7747278809547424,"[846.0, 484.0, 864.0, 501.0]","[259.0, 162.0, 1132.0]","[251.0, 154.0, 1143.0]","[272.0, 153.0, 1138.0]","[249.0, 174.0, 1134.0]","[271.0, 173.0, 1133.0]"
blood_tube,0.4571002721786499,"[832.0, 528.0, 849.0, 547.0]","[233.0, 211.0, 1093.0]","[228.0, 204.0, 1119.0]","[248.0, 204.0, 1114.0]","[226.0, 226.0, 1109.0]","[245.0, 224.0, 1101.0]"
10ML_sorting_tube_rack,0.42829152941703796,"[249.0, 407.0, 381.0, 578.0]","[-463.0, 182.0, 1271.0]","[-1042.0, 119.0, 2385.0]","[-421.0, 72.0, 1444.0]","(0, 0)","[-378.0, 308.0, 1297.0]"
blood_tube,0.35776251554489136,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1228.0]","[123.0, 215.0, 1245.0]","[143.0, 216.0, 1248.0]","[122.0, 236.0, 1237.0]","[141.0, 234.0, 1228.0]"
5ML_sorting_tube_rack,0.3308507204055786,"[332.0, 0.0, 554.0, 173.0]","[-380.0, -514.0, 1698.0]","(0, 0)","[-349.0, -1366.0, 3437.0]","[-969.0, -582.0, 2804.0]","[-174.0, -355.0, 1710.0]"
10ML_centrifuge_tube,0.3211378753185272,"[583.0, 266.0, 599.0, 282.0]","[-90.0, -142.0, 1475.0]","[-108.0, -162.0, 1544.0]","[-80.0, -162.0, 1539.0]","[-102.0, -128.0, 1466.0]","[-76.0, -128.0, 1458.0]"
blood_tube,0.2993493676185608,"[750.0, 299.0, 764.0, 316.0]","[175.0, -86.0, 1436.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1440.0]","[166.0, -73.0, 1454.0]","[185.0, -72.0, 1432.0]"
blood_tube,0.28023168444633484,"[314.0, 532.0, 338.0, 553.0]","[-428.0, 241.0, 1215.0]","[-451.0, 231.0, 1234.0]","[-424.0, 234.0, 1252.0]","[-449.0, 258.0, 1228.0]","[-419.0, 260.0, 1236.0]"
dispensing_tube_rack,0.26245981454849243,"[704.0, 500.0, 821.0, 616.0]","[155.0, 263.0, 1219.0]","[87.0, 208.0, 1368.0]","[224.0, 178.0, 1169.0]","[80.0, 355.0, 1271.0]","[241.0, 350.0, 1254.0]"
centrifuge_close,0.8347810506820679,"[839.0, 25.0, 1008.0, 185.0]","[475.0, -441.0, 1563.0]","[659.0, -1152.0, 3112.0]","(0, 0)","[365.0, -335.0, 1724.0]","[490.0, -240.0, 1234.0]"
5ML_sorting_tube_rack,0.8242927193641663,"[572.0, 267.0, 646.0, 388.0]","[-58.0, -54.0, 1422.0]","(0, 0)","[-1.0, -166.0, 1595.0]","[-122.0, 43.0, 1497.0]","[-1.0, 42.0, 1452.0]"
10ML_centrifuge_tube,0.8130409121513367,"[754.0, 560.0, 772.0, 577.0]","[157.0, 277.0, 1222.0]","[144.0, 266.0, 1222.0]","[172.0, 271.0, 1246.0]","[143.0, 287.0, 1212.0]","[169.0, 290.0, 1227.0]"
refrigerator_close,0.7902383208274841,"[647.0, 3.0, 793.0, 168.0]","[125.0, -470.0, 1546.0]","(0, 0)","[116.0, -285.0, 722.0]","[1.0, -365.0, 1715.0]","[279.0, -368.0, 1730.0]"
10ML_centrifuge_tube,0.7737495303153992,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1134.0]","[251.0, 154.0, 1143.0]","[272.0, 153.0, 1139.0]","[249.0, 174.0, 1135.0]","[271.0, 174.0, 1134.0]"
blood_tube,0.4800068736076355,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1092.0]","[229.0, 205.0, 1124.0]","[248.0, 204.0, 1115.0]","[226.0, 226.0, 1108.0]","[245.0, 224.0, 1100.0]"
10ML_sorting_tube_rack,0.4539813697338104,"[253.0, 407.0, 380.0, 578.0]","[-461.0, 182.0, 1270.0]","[-981.0, 113.0, 2268.0]","[-423.0, 72.0, 1444.0]","(0, 0)","[-378.0, 307.0, 1290.0]"
blood_tube,0.4051981270313263,"[736.0, 518.0, 751.0, 535.0]","[130.0, 222.0, 1228.0]","[123.0, 214.0, 1246.0]","[144.0, 215.0, 1252.0]","[122.0, 236.0, 1237.0]","[141.0, 234.0, 1228.0]"
10ML_centrifuge_tube,0.3102734088897705,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -141.0, 1464.0]","[-107.0, -162.0, 1542.0]","[-81.0, -163.0, 1546.0]","[-102.0, -129.0, 1469.0]","[-76.0, -127.0, 1452.0]"
dispensing_tube_rack,0.2642928957939148,"[704.0, 500.0, 829.0, 616.0]","[161.0, 264.0, 1224.0]","[86.0, 208.0, 1366.0]","[229.0, 173.0, 1140.0]","[81.0, 356.0, 1274.0]","[252.0, 351.0, 1257.0]"
5ML_sorting_tube_rack,0.26014184951782227,"[332.0, 0.0, 554.0, 173.0]","[-377.0, -511.0, 1687.0]","(0, 0)","[-330.0, -1292.0, 3251.0]","[-1037.0, -623.0, 3002.0]","[-174.0, -356.0, 1718.0]"
blood_tube,0.2581283152103424,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1438.0]","[166.0, -73.0, 1456.0]","[185.0, -72.0, 1434.0]"
centrifuge_close,0.8709084987640381,"[839.0, 25.0, 1008.0, 186.0]","[476.0, -442.0, 1565.0]","[681.0, -1192.0, 3220.0]","(0, 0)","[363.0, -331.0, 1713.0]","[494.0, -240.0, 1242.0]"
5ML_sorting_tube_rack,0.8163267374038696,"[572.0, 267.0, 645.0, 389.0]","[-60.0, -52.0, 1416.0]","(0, 0)","[-2.0, -166.0, 1590.0]","[-123.0, 45.0, 1499.0]","[-2.0, 44.0, 1454.0]"
10ML_centrifuge_tube,0.7865432500839233,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1219.0]","[172.0, 272.0, 1248.0]","[143.0, 287.0, 1212.0]","[169.0, 290.0, 1224.0]"
refrigerator_close,0.7636287212371826,"[647.0, 3.0, 793.0, 168.0]","[125.0, -469.0, 1542.0]","(0, 0)","[116.0, -283.0, 718.0]","[1.0, -365.0, 1715.0]","[279.0, -369.0, 1733.0]"
10ML_centrifuge_tube,0.7209741473197937,"[846.0, 484.0, 864.0, 501.0]","[259.0, 162.0, 1132.0]","[250.0, 153.0, 1142.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1135.0]","[271.0, 174.0, 1134.0]"
blood_tube,0.4615135192871094,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1090.0]","[229.0, 205.0, 1123.0]","[248.0, 204.0, 1114.0]","[227.0, 226.0, 1111.0]","[244.0, 223.0, 1096.0]"
10ML_sorting_tube_rack,0.41939878463745117,"[302.0, 248.0, 402.0, 411.0]","[-452.0, -50.0, 1398.0]","[-1022.0, -337.0, 2700.0]","[-432.0, -201.0, 1607.0]","[-503.0, 72.0, 1329.0]","[-387.0, 78.0, 1442.0]"
blood_tube,0.3454267382621765,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[122.0, 215.0, 1242.0]","[143.0, 215.0, 1246.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1228.0]"
10ML_sorting_tube_rack,0.33561986684799194,"[253.0, 407.0, 380.0, 580.0]","[-460.0, 183.0, 1268.0]","[-1014.0, 117.0, 2346.0]","[-422.0, 72.0, 1442.0]","(0, 0)","[-380.0, 312.0, 1299.0]"
blood_tube,0.31433966755867004,"[860.0, 654.0, 982.0, 717.0]","[319.0, 376.0, 1058.0]","[288.0, 394.0, 1227.0]","[391.0, 340.0, 1059.0]","[248.0, 412.0, 1056.0]","[418.0, 442.0, 1133.0]"
blood_tube,0.30370619893074036,"[751.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1432.0]","[166.0, -100.0, 1444.0]","[186.0, -99.0, 1440.0]","[166.0, -73.0, 1448.0]","[185.0, -72.0, 1434.0]"
dispensing_tube_rack,0.28167518973350525,"[704.0, 499.0, 816.0, 616.0]","[152.0, 262.0, 1221.0]","[87.0, 207.0, 1372.0]","[223.0, 180.0, 1195.0]","[81.0, 357.0, 1276.0]","[233.0, 349.0, 1249.0]"
10ML_sorting_tube_rack,0.2706804871559143,"[1030.0, 622.0, 1185.0, 720.0]","[606.0, 407.0, 1198.0]","[442.0, 300.0, 1049.0]","[1241.0, 600.0, 2096.0]","[494.0, 460.0, 1172.0]","[687.0, 455.0, 1160.0]"
blood_tube,0.27013880014419556,"[316.0, 532.0, 337.0, 553.0]","[-428.0, 241.0, 1215.0]","[-449.0, 231.0, 1236.0]","[-426.0, 234.0, 1252.0]","[-446.0, 258.0, 1228.0]","[-419.0, 259.0, 1231.0]"
10ML_centrifuge_tube,0.25736770033836365,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -141.0, 1466.0]","[-106.0, -161.0, 1526.0]","[-80.0, -161.0, 1528.0]","[-102.0, -128.0, 1464.0]","[-76.0, -128.0, 1456.0]"
centrifuge_close,0.8174965381622314,"[837.0, 26.0, 1008.0, 186.0]","[467.0, -433.0, 1542.0]","[633.0, -1114.0, 3020.0]","(0, 0)","[360.0, -332.0, 1718.0]","[492.0, -239.0, 1237.0]"
10ML_centrifuge_tube,0.8016440868377686,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1214.0]","[144.0, 266.0, 1221.0]","[172.0, 272.0, 1249.0]","[143.0, 286.0, 1208.0]","[169.0, 290.0, 1225.0]"
refrigerator_close,0.7969522476196289,"[646.0, 0.0, 793.0, 168.0]","[124.0, -473.0, 1551.0]","(0, 0)","[116.0, -287.0, 723.0]","[-1.0, -364.0, 1710.0]","[277.0, -366.0, 1721.0]"
5ML_sorting_tube_rack,0.7745420336723328,"[572.0, 267.0, 646.0, 387.0]","[-58.0, -54.0, 1416.0]","(0, 0)","[-1.0, -166.0, 1595.0]","[-122.0, 42.0, 1497.0]","[-1.0, 40.0, 1454.0]"
10ML_centrifuge_tube,0.7653939127922058,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1134.0]","[251.0, 154.0, 1146.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 174.0, 1134.0]"
blood_tube,0.4684350788593292,"[832.0, 529.0, 849.0, 547.0]","[232.0, 211.0, 1089.0]","[229.0, 206.0, 1123.0]","[248.0, 205.0, 1114.0]","[226.0, 226.0, 1108.0]","[245.0, 224.0, 1099.0]"
10ML_sorting_tube_rack,0.38005098700523376,"[252.0, 407.0, 380.0, 579.0]","[-460.0, 183.0, 1268.0]","[-1012.9999999999999, 116.0, 2336.0]","[-424.0, 72.0, 1448.0]","(0, 0)","[-377.0, 308.0, 1289.0]"
blood_tube,0.3656579554080963,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1228.0]","[122.0, 214.0, 1240.0]","[143.0, 216.0, 1248.0]","[122.0, 236.0, 1237.0]","[141.0, 234.0, 1231.0]"
10ML_sorting_tube_rack,0.3034261465072632,"[1032.0, 622.0, 1188.0, 720.0]","[610.0, 407.0, 1197.0]","[446.0, 301.0, 1052.0]","[1237.0, 595.0, 2079.0]","[496.0, 460.0, 1171.0]","[693.0, 457.0, 1165.0]"
5ML_sorting_tube_rack,0.293973833322525,"[332.0, 0.0, 554.0, 174.0]","[-374.0, -505.0, 1673.0]","(0, 0)","[-323.0, -1264.0, 3180.0]","[-956.0, -571.0, 2766.0]","[-173.0, -352.0, 1707.0]"
dispensing_tube_rack,0.28250518441200256,"[704.0, 499.0, 823.0, 616.0]","[156.0, 262.0, 1221.0]","[87.0, 207.0, 1374.0]","[226.0, 175.0, 1163.0]","[81.0, 357.0, 1276.0]","[246.0, 354.0, 1268.0]"
blood_tube,0.2743337154388428,"[315.0, 532.0, 337.0, 553.0]","[-428.0, 241.0, 1215.0]","[-451.0, 232.0, 1239.0]","[-426.0, 234.0, 1252.0]","[-449.0, 259.0, 1233.0]","[-419.0, 259.0, 1231.0]"
10ML_centrifuge_tube,0.27164381742477417,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -142.0, 1469.0]","[-108.0, -163.0, 1546.0]","[-80.0, -161.0, 1535.0]","[-102.0, -128.0, 1464.0]","[-76.0, -127.0, 1454.0]"
blood_tube,0.2533014118671417,"[750.0, 299.0, 764.0, 316.0]","[175.0, -86.0, 1436.0]","[165.0, -100.0, 1446.0]","[186.0, -99.0, 1438.0]","[165.0, -73.0, 1450.0]","[185.0, -72.0, 1432.0]"
centrifuge_close,0.8506196141242981,"[839.0, 25.0, 1008.0, 185.0]","[474.0, -440.0, 1558.0]","[704.0, -1230.0, 3325.0]","(0, 0)","[363.0, -333.0, 1715.0]","[490.0, -239.0, 1233.0]"
5ML_sorting_tube_rack,0.8324773907661438,"[572.0, 267.0, 645.0, 389.0]","[-60.0, -53.0, 1420.0]","(0, 0)","[-2.0, -166.0, 1595.0]","[-123.0, 45.0, 1499.0]","[-2.0, 44.0, 1454.0]"
10ML_centrifuge_tube,0.7873001098632812,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[143.0, 287.0, 1212.0]","[169.0, 290.0, 1225.0]"
refrigerator_close,0.7738685607910156,"[646.0, 0.0, 793.0, 168.0]","[124.0, -475.0, 1556.0]","(0, 0)","[115.0, -285.0, 717.0]","[-1.0, -365.0, 1715.0]","[276.0, -365.0, 1715.0]"
10ML_centrifuge_tube,0.7393989562988281,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1135.0]","[251.0, 154.0, 1144.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1137.0]","[271.0, 174.0, 1135.0]"
blood_tube,0.4840080142021179,"[832.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1087.0]","[230.0, 206.0, 1127.0]","[248.0, 204.0, 1115.0]","[226.0, 225.0, 1107.0]","[245.0, 224.0, 1101.0]"
blood_tube,0.41067296266555786,"[736.0, 518.0, 751.0, 535.0]","[130.0, 222.0, 1228.0]","[123.0, 214.0, 1249.0]","[144.0, 215.0, 1252.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1228.0]"
dispensing_tube_rack,0.3237840235233307,"[704.0, 501.0, 819.0, 616.0]","[154.0, 263.0, 1221.0]","[86.0, 209.0, 1366.0]","[224.0, 180.0, 1179.0]","[80.0, 354.0, 1268.0]","[237.0, 350.0, 1251.0]"
10ML_centrifuge_tube,0.3098698556423187,"[582.0, 266.0, 599.0, 283.0]","[-91.0, -142.0, 1473.0]","[-110.0, -163.0, 1551.0]","[-80.0, -162.0, 1544.0]","[-104.0, -126.0, 1462.0]","[-76.0, -126.0, 1456.0]"
10ML_sorting_tube_rack,0.3023298382759094,"[253.0, 407.0, 380.0, 577.0]","[-462.0, 182.0, 1271.0]","[-1024.0, 118.0, 2368.0]","[-422.0, 72.0, 1442.0]","(0, 0)","[-379.0, 306.0, 1295.0]"
blood_tube,0.29198750853538513,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1452.0]","[186.0, -99.0, 1438.0]","[166.0, -73.0, 1456.0]","[185.0, -72.0, 1432.0]"
5ML_sorting_tube_rack,0.2908088266849518,"[249.0, 407.0, 381.0, 578.0]","[-463.0, 182.0, 1271.0]","[-1037.0, 118.0, 2374.0]","[-421.0, 72.0, 1444.0]","(0, 0)","[-378.0, 308.0, 1297.0]"
blood_tube,0.2871382236480713,"[315.0, 532.0, 338.0, 554.0]","[-427.0, 242.0, 1214.0]","[-451.0, 231.0, 1237.0]","[-423.0, 234.0, 1249.0]","[-447.0, 259.0, 1228.0]","[-419.0, 261.0, 1237.0]"
10ML_sorting_tube_rack,0.27163437008857727,"[302.0, 245.0, 402.0, 359.0]","[-470.0, -95.0, 1452.0]","[-1022.0, -346.0, 2700.0]","[-437.0, -209.0, 1628.0]","[-527.0, -4.0, 1391.0]","[-404.0, -4.0, 1503.0]"
10ML_sorting_tube_rack,0.26454851031303406,"[738.0, 270.0, 805.0, 371.0]","[196.0, -65.0, 1428.0]","[159.0, -159.0, 1580.0]","[276.0, -160.0, 1585.0]","[149.0, 15.0, 1477.0]","[259.0, 15.0, 1486.0]"
5ML_sorting_tube_rack,0.8611578345298767,"[572.0, 267.0, 646.0, 389.0]","[-58.0, -52.0, 1414.0]","(0, 0)","[-1.0, -166.0, 1592.0]","[-122.0, 45.0, 1486.0]","[-1.0, 44.0, 1454.0]"
centrifuge_close,0.8466201424598694,"[838.0, 25.0, 1008.0, 185.0]","[473.0, -439.0, 1556.0]","[691.0, -1214.0, 3282.0]","(0, 0)","[361.0, -333.0, 1713.0]","[488.0, -238.0, 1227.0]"
10ML_centrifuge_tube,0.8173310160636902,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1217.0]","[144.0, 266.0, 1222.0]","[172.0, 272.0, 1248.0]","[143.0, 286.0, 1211.0]","[169.0, 291.0, 1228.0]"
10ML_centrifuge_tube,0.7756472826004028,"[846.0, 484.0, 865.0, 501.0]","[259.0, 162.0, 1132.0]","[251.0, 154.0, 1143.0]","[274.0, 153.0, 1140.0]","[249.0, 174.0, 1135.0]","[272.0, 174.0, 1134.0]"
refrigerator_close,0.745121955871582,"[646.0, 0.0, 793.0, 168.0]","[124.0, -473.0, 1551.0]","(0, 0)","[116.0, -286.0, 719.0]","[-1.0, -365.0, 1715.0]","[279.0, -368.0, 1730.0]"
blood_tube,0.45734214782714844,"[832.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1087.0]","[228.0, 204.0, 1119.0]","[248.0, 203.0, 1113.0]","[225.0, 224.0, 1102.0]","[244.0, 224.0, 1098.0]"
blood_tube,0.3802533745765686,"[736.0, 518.0, 751.0, 535.0]","[130.0, 222.0, 1227.0]","[122.0, 213.0, 1243.0]","[144.0, 215.0, 1251.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1228.0]"
10ML_centrifuge_tube,0.34064969420433044,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -141.0, 1466.0]","[-107.0, -162.0, 1539.0]","[-80.0, -161.0, 1530.0]","[-102.0, -129.0, 1469.0]","[-76.0, -128.0, 1460.0]"
10ML_sorting_tube_rack,0.29883816838264465,"[303.0, 248.0, 403.0, 410.0]","[-453.0, -51.0, 1406.0]","[-1018.9999999999999, -337.0, 2700.0]","[-433.0, -202.0, 1618.0]","[-505.0, 71.0, 1339.0]","[-387.0, 77.0, 1448.0]"
5ML_sorting_tube_rack,0.29820218682289124,"[248.0, 407.0, 381.0, 580.0]","[-464.0, 183.0, 1270.0]","[-1032.0, 117.0, 2357.0]","[-422.0, 72.0, 1446.0]","(0, 0)","[-379.0, 312.0, 1299.0]"
10ML_sorting_tube_rack,0.29330968856811523,"[252.0, 407.0, 381.0, 579.0]","[-461.0, 183.0, 1270.0]","[-1026.0, 118.0, 2368.0]","[-422.0, 72.0, 1446.0]","[-651.0, 359.0, 1503.0]","[-379.0, 310.0, 1299.0]"
dispensing_tube_rack,0.27681851387023926,"[704.0, 500.0, 829.0, 616.0]","[161.0, 264.0, 1224.0]","[86.0, 207.0, 1365.0]","[229.0, 173.0, 1140.0]","[81.0, 356.0, 1274.0]","[253.0, 352.0, 1259.0]"
10ML_sorting_tube_rack,0.2613886296749115,"[1031.0, 622.0, 1181.0, 720.0]","[608.0, 409.0, 1204.0]","[442.0, 299.0, 1045.0]","[1236.0, 602.0, 2104.0]","[498.0, 463.0, 1179.0]","[680.0, 454.0, 1157.0]"
